"Item Code","Colour Code","Item Description","Enriched Description",image_1,image_2,image_3,image_4,image_5,image_6,image_7
W7010137A,4EE,"Slim Cargo Pants","The Slim Cargo Pants feature a slim fit design to give a feminine silhouette and a six pocket design, key for storing your belongings when on your travels. Complete the look with a classic tee and layer up with your favourite hoodie for extra warmth this season. Slim fit – designed to fit closer to the body for a more tailored look, Main button and zip fly fastening, Six pocket design, Belt loops, Signature logo patch.",https://image1.superdry.com/static/images/products/upload9223368955665949657.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665949656.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665949654.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665949653.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665949651.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665949652.jpg,https://image1.superdry.com/static/images/products/W7010137A_4EE_D9.jpg,,,,,,,,
M1011185A,02A,"Organic Cotton Essential Logo Loose Fit Tee","It's called essential for a reason. Get your hands on the Essential Logo Loose Fit Tee and pair it with any statement piece to make a killer outfit this season. Upgrading your sleek style has never been easier. Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Short-sleeved, Crew neckline, Embroidered logo, Signature Superdry patch. Made with organic cotton grown using natural rather than chemical pesticides and fertilisers. The healthier soil this creates uses up to 80% less water which is better for our planet and for the farmers who grow it.",https://image1.superdry.com/static/images/products/upload9223368955665972566.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665972565.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665972563.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665972561.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665972562.jpg,https://image1.superdry.com/static/images/products/M1011185A_02A_D9.jpg,,,,,,,,,
M1011245A,C22,"Organic Cotton Essential Logo T-Shirt","Wardrobe staples don't come much more classic than the crew neck tee. The Essential Logo T-shirt is as happy being that ideal foundation layering piece as it is being front and centre as the hero of your outfit. Layer up under your favourite zip hoodie and jacket, roll your way with shorts or go all classic with faded denim - whichever way you choose to go, there's almost boundless versatility with this tee. Slim fit – designed to fit closer to the body for a more tailored look, Ribbed crew neckline, Short sleeves, Embroidered logo, Signature logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666222220.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222219.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222213.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222215.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222216.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222217.jpg,https://image1.superdry.com/static/images/products/M1011245A_C22_D9.jpg,,,,,,,,
M1011245A,B3E,"Organic Cotton Essential Logo T-Shirt","Wardrobe staples don't come much more classic than the crew neck tee. The Essential Logo T-shirt is as happy being that ideal foundation layering piece as it is being front and centre as the hero of your outfit. Layer up under your favourite zip hoodie and jacket, roll your way with shorts or go all classic with faded denim - whichever way you choose to go, there's almost boundless versatility with this tee. Slim fit – designed to fit closer to the body for a more tailored look, Ribbed crew neckline, Short sleeves, Embroidered logo, Signature logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666136094.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666136093.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666136090.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666136088.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666136091.jpg,https://image1.superdry.com/static/images/products/M1011245A_B3E_D9.jpg,,,,,,,,,
M1011245A,4AO,"Organic Cotton Essential Logo T-Shirt","Wardrobe staples don't come much more classic than the crew neck tee. The Essential Logo T-shirt is as happy being that ideal foundation layering piece as it is being front and centre as the hero of your outfit. Layer up under your favourite zip hoodie and jacket, roll your way with shorts or go all classic with faded denim - whichever way you choose to go, there's almost boundless versatility with this tee. Slim fit – designed to fit closer to the body for a more tailored look, Ribbed crew neckline, Short sleeves, Embroidered logo, Signature logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666179838.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666179837.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666179831.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666179833.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666179834.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666179835.jpg,https://image1.superdry.com/static/images/products/M1011245A_4AO_D9.jpg,,,,,,,,
M1011245A,S6M,"Organic Cotton Essential Logo T-Shirt","Wardrobe staples don't come much more classic than the crew neck tee. The Essential Logo T-shirt is as happy being that ideal foundation layering piece as it is being front and centre as the hero of your outfit. Layer up under your favourite zip hoodie and jacket, roll your way with shorts or go all classic with faded denim - whichever way you choose to go, there's almost boundless versatility with this tee. Slim fit – designed to fit closer to the body for a more tailored look, Ribbed crew neckline, Short sleeves, Embroidered logo, Signature logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666178952.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666178951.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666178944.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666178946.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666178948.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666178947.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666178949.jpg,,,,,,,,
M1011245A,B3D,"Organic Cotton Essential Logo T-Shirt","Wardrobe staples don't come much more classic than the crew neck tee. The Essential Logo T-shirt is as happy being that ideal foundation layering piece as it is being front and centre as the hero of your outfit. Layer up under your favourite zip hoodie and jacket, roll your way with shorts or go all classic with faded denim - whichever way you choose to go, there's almost boundless versatility with this tee. Slim fit – designed to fit closer to the body for a more tailored look, Ribbed crew neckline, Short sleeves, Embroidered logo, Signature logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666222109.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222108.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222103.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222105.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222106.jpg,https://image1.superdry.com/static/images/products/M1011245A_B3D_D9.jpg,,,,,,,,,
M1011245A,B3L,"Organic Cotton Essential Logo T-Shirt","Wardrobe staples don't come much more classic than the crew neck tee. The Essential Logo T-shirt is as happy being that ideal foundation layering piece as it is being front and centre as the hero of your outfit. Layer up under your favourite zip hoodie and jacket, roll your way with shorts or go all classic with faded denim - whichever way you choose to go, there's almost boundless versatility with this tee. Slim fit – designed to fit closer to the body for a more tailored look, Ribbed crew neckline, Short sleeves, Embroidered logo, Signature logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666203297.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666203296.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666203291.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666203293.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666203294.jpg,https://image1.superdry.com/static/images/products/M1011245A_B3L_D9.jpg,,,,,,,,,
M9210091A,20O,"Badgeman Belt","An essential accessory all year round the Badgeman Belt combines premium and vintage perfectly. Buckle fastening, 100% Buffalo leather, Embossed logo patch. S - 80cm M - 90cm L - 102cm XL - 114cm Belt size is measured from the tip of the belt pin to the middle strap hole and is approximate.",https://image1.superdry.com/static/images/products/upload9223368955666093432.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666093431.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666093429.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666093430.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666093427.jpg,https://image1.superdry.com/static/images/products/m9210091a_20o_D9.jpg,,,,,,,,,
M9210091A,02A,"Badgeman Belt","An essential accessory all year round the Badgeman Belt combines premium and vintage perfectly. Buckle fastening, 100% Buffalo leather, Embossed logo patch. S - 80cm M - 90cm L - 102cm XL - 114cm Belt size is measured from the tip of the belt pin to the middle strap hole and is approximate.",https://image1.superdry.com/static/images/products/upload9223368955666093438.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666093437.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666093435.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666093436.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666093433.jpg,https://image1.superdry.com/static/images/products/m9210091a_02a_D9.jpg,,,,,,,,,
