"Item Code","Colour Code","Item Description","Enriched Description",image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8
W5010285A,02A,"Super Fuji Jacket","The coat that never goes out of style, the Super Fuji Jacket is a classic puffer jacket featuring a zip and popper fastening, faux fur trim, three front pockets and elasticated cuffs. Slim fit – designed to fit closer to the body for a more tailored look, Zip and popper fastening, Two front zipped pockets, Elasticated popper cuffs, Faux fur trim, Single breast pocket, Bungee cord hood. The padding in this jacket is 100% Recycled Polyester – each jacket contains up to 10 recycled bottles, this avoids these bottles being sent to landfill or polluting our oceans.",https://image1.superdry.com/static/images/products/upload9223368955665986822.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665986821.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665986817.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665986818.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665986819.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665986816.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665986814.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665986815.jpg,,,,,,,,,,
W5010285A,04C,"Super Fuji Jacket","The coat that never goes out of style, the Super Fuji Jacket is a classic puffer jacket featuring a zip and popper fastening, faux fur trim, three front pockets and elasticated cuffs. Slim fit – designed to fit closer to the body for a more tailored look, Zip and popper fastening, Two front zipped pockets, Elasticated popper cuffs, Faux fur trim, Single breast pocket, Bungee cord hood. The padding in this jacket is 100% Recycled Polyester – each jacket contains up to 10 recycled bottles, this avoids these bottles being sent to landfill or polluting our oceans.",https://image1.superdry.com/static/images/products/upload9223368955665878968.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665878967.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665878960.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665878965.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665878962.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665878963.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955665878964.jpg,https://image1.superdry.com/static/images/products/W5010285A_04C_D9.jpg,,,,,,,,,,
W5010669A,20O,"Indie Club Jacket","Complete your vintage look with the Indie Club Jacket made from 100% lambs leather, featuring two front pockets and ribbed detailing. Slim fit – designed to fit closer to the body for a more tailored look, Main Zip fastening, Standard collar, Front popper pockets, Ribbed hem and cuffs, Metal logo badge.",https://image1.superdry.com/static/images/products/upload9223368955666122797.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666122796.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666122793.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666122791.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666122794.jpg,https://image1.superdry.com/static/images/products/W5010669A_20O_D9.jpg,,,,,,,,,,,,
W1010710A,02A,"Core Logo T-Shirt","The Core Logo T-shirt is one of those essentials your wardrobe can't live without. Versatile enough to be a classic layering piece or the hero of your outfit - your choice. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Short-sleeved, Ribbed crew neckline, Signature logo.",https://image1.superdry.com/static/images/products/upload9223368955666046301.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666046300.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666046298.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666046293.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666046296.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666046295.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666046297.jpg,https://image1.superdry.com/static/images/products/W1010710A_02A_D9.jpg,,,,,,,,,,
M1110247A,01C,"Organic Cotton Essential Classic Pique Polo Shirt","Ever since it was first introduced, the pique polo shirt was destined to become the icon it now is. Lightly textured fabrics and a placket neckline add interest, while the longer hem at the back is a functional nod to the heritage of the style. Able to be dressed up or left as an informal piece, the Pique Polo shirt is a must-have for your wardrobe. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Two-button placket, Ribbed collar and sleeve cuffs, Reinforced split side seams, Classic embroidered logo. Made with organic cotton grown using natural rather than chemical pesticides and fertilisers. The healthier soil this creates uses up to 80% less water which is better for our planet and for the farmers who grow it.",https://image1.superdry.com/static/images/products/upload9223368955666060748.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666060747.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666060746.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666060744.jpg,https://image1.superdry.com/static/images/products/M1110247A_01C_D9.jpg,,,,,,,,,,,,,
M1110247A,02A,"Organic Cotton Essential Classic Pique Polo Shirt","Ever since it was first introduced, the pique polo shirt was destined to become the icon it now is. Lightly textured fabrics and a placket neckline add interest, while the longer hem at the back is a functional nod to the heritage of the style. Able to be dressed up or left as an informal piece, the Pique Polo shirt is a must-have for your wardrobe. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Two-button placket, Ribbed collar and sleeve cuffs, Reinforced split side seams, Classic embroidered logo. Made with organic cotton grown using natural rather than chemical pesticides and fertilisers. The healthier soil this creates uses up to 80% less water which is better for our planet and for the farmers who grow it.",https://image1.superdry.com/static/images/products/upload9223368955666040330.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666040326.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666040329.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666040327.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666040324.jpg,https://image1.superdry.com/static/images/products/M1110247A_02A_D9.jpg,,,,,,,,,,,,
M1110247A,98T,"Organic Cotton Essential Classic Pique Polo Shirt","Ever since it was first introduced, the pique polo shirt was destined to become the icon it now is. Lightly textured fabrics and a placket neckline add interest, while the longer hem at the back is a functional nod to the heritage of the style. Able to be dressed up or left as an informal piece, the Pique Polo shirt is a must-have for your wardrobe. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Two-button placket, Ribbed collar and sleeve cuffs, Reinforced split side seams, Classic embroidered logo. Made with organic cotton grown using natural rather than chemical pesticides and fertilisers. The healthier soil this creates uses up to 80% less water which is better for our planet and for the farmers who grow it.",https://image1.superdry.com/static/images/products/upload9223368955666060753.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666060752.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666060749.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666060751.jpg,https://image1.superdry.com/static/images/products/M1110247A_98T_D9.jpg,,,,,,,,,,,,,
M1110247A,ADQ,"Organic Cotton Essential Classic Pique Polo Shirt","Ever since it was first introduced, the pique polo shirt was destined to become the icon it now is. Lightly textured fabrics and a placket neckline add interest, while the longer hem at the back is a functional nod to the heritage of the style. Able to be dressed up or left as an informal piece, the Pique Polo shirt is a must-have for your wardrobe. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Two-button placket, Ribbed collar and sleeve cuffs, Reinforced split side seams, Classic embroidered logo. Made with organic cotton grown using natural rather than chemical pesticides and fertilisers. The healthier soil this creates uses up to 80% less water which is better for our planet and for the farmers who grow it.",https://image1.superdry.com/static/images/products/upload9223368955666059138.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666059137.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666059134.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666059136.jpg,https://image1.superdry.com/static/images/products/M1110247A_ADQ_D9.jpg,,,,,,,,,,,,,
M1110247A,A3Z,"Organic Cotton Essential Classic Pique Polo Shirt","Ever since it was first introduced, the pique polo shirt was destined to become the icon it now is. Lightly textured fabrics and a placket neckline add interest, while the longer hem at the back is a functional nod to the heritage of the style. Able to be dressed up or left as an informal piece, the Pique Polo shirt is a must-have for your wardrobe. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Two-button placket, Ribbed collar and sleeve cuffs, Reinforced split side seams, Classic embroidered logo. Made with organic cotton grown using natural rather than chemical pesticides and fertilisers. The healthier soil this creates uses up to 80% less water which is better for our planet and for the farmers who grow it.",https://image1.superdry.com/static/images/products/upload9223368955666061601.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666061600.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666061599.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666061597.jpg,https://image1.superdry.com/static/images/products/M1110247A_A3Z_D9.jpg,,,,,,,,,,,,,
M1011245A,B3D,"Organic Cotton Essential Logo T-Shirt","Wardrobe staples don't come much more classic than the crew neck tee. The Essential Logo T-shirt is as happy being that ideal foundation layering piece as it is being front and centre as the hero of your outfit. Layer up under your favourite zip hoodie and jacket, roll your way with shorts or go all classic with faded denim - whichever way you choose to go, there's almost boundless versatility with this tee. Slim fit – designed to fit closer to the body for a more tailored look, Ribbed crew neckline, Short sleeves, Embroidered logo, Signature logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666222109.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222108.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222103.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222105.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222106.jpg,https://image1.superdry.com/static/images/products/M1011245A_B3D_D9.jpg,,,,,,,,,,,,
